record,record_id,date,time,lat,long,ew,sact,speed,sdir,cld,prec,wspeed,wdir,atmp,aprs,sste,stmp,sal,depth,obs,csmeth,month,seasn,long360,latcell,longecell
7369,64038061,1984-12-23T00:00:00Z,1899-12-31T18:30:00Z,-39.733333333333334,160.4,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,160.4,-39.5,160.5
7370,64038062,1984-12-23T00:00:00Z,1899-12-31T18:45:00Z,-39.733333333333334,160.33333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,160.33333333333334,-39.5,160.5
7371,64038063,1984-12-23T00:00:00Z,1899-12-31T19:00:00Z,-39.733333333333334,160.26666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,160.26666666666668,-39.5,160.5
7372,64038064,1984-12-23T00:00:00Z,1899-12-31T19:15:00Z,-39.733333333333334,160.21666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,160.21666666666667,-39.5,160.5
7373,64038065,1984-12-23T00:00:00Z,1899-12-31T19:45:00Z,-39.71666666666667,160.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,160.06666666666666,-39.5,160.5
7374,64038066,1984-12-23T00:00:00Z,1899-12-31T20:00:00Z,-39.71666666666667,160,E,1,11.5,274,1,0,2,270,TRUE,1014,1,17,NA,NA,JENK,F,12,summer,160,-39.5,160.5
7375,64038067,1984-12-23T00:00:00Z,1899-12-31T20:15:00Z,-39.71666666666667,159.95,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,159.95,-39.5,159.5
7376,64038068,1984-12-24T00:00:00Z,1899-12-31T07:15:00Z,-39.53333333333333,156.63333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,156.63333333333333,-39.5,156.5
7377,64038069,1984-12-24T00:00:00Z,1899-12-31T07:30:00Z,-39.53333333333333,156.56666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,156.56666666666666,-39.5,156.5
7378,64038070,1984-12-24T00:00:00Z,1899-12-31T08:00:00Z,-39.53333333333333,156.43333333333334,E,1,12,274,1,0,4,338,TRUE,1010,3,15.5,NA,NA,JENK,F,12,summer,156.43333333333334,-39.5,156.5
7379,64038071,1984-12-24T00:00:00Z,1899-12-31T08:30:00Z,-39.53333333333333,156.3,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,156.3,-39.5,156.5
7380,64038072,1984-12-24T00:00:00Z,1899-12-31T09:00:00Z,-39.516666666666666,156.13333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,156.13333333333333,-39.5,156.5
7381,64038073,1984-12-24T00:00:00Z,1899-12-31T09:15:00Z,-39.516666666666666,156.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,156.06666666666666,-39.5,156.5
7382,64038074,1984-12-24T00:00:00Z,1899-12-31T09:30:00Z,-39.516666666666666,156,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,156,-39.5,156.5
7383,64038075,1984-12-24T00:00:00Z,1899-12-31T09:45:00Z,-39.516666666666666,155.93333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,155.93333333333334,-39.5,155.5
7384,64038076,1984-12-24T00:00:00Z,1899-12-31T10:30:00Z,-39.5,155.75,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,155.75,-39.5,155.5
7385,64038077,1984-12-24T00:00:00Z,1899-12-31T11:00:00Z,-39.5,155.63333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,155.63333333333333,-39.5,155.5
7386,64038078,1984-12-24T00:00:00Z,1899-12-31T11:15:00Z,-39.5,155.56666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,155.56666666666666,-39.5,155.5
7387,64038079,1984-12-24T00:00:00Z,1899-12-31T11:30:00Z,-39.483333333333334,155.48333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,155.48333333333332,-39.5,155.5
7388,64038080,1984-12-24T00:00:00Z,1899-12-31T12:00:00Z,-39.483333333333334,155.33333333333334,E,1,12.5,274,1,0,5,315,TRUE,1008,4,17.5,NA,NA,JENK,F,12,summer,155.33333333333334,-39.5,155.5
7389,64038081,1984-12-24T00:00:00Z,1899-12-31T12:30:00Z,-39.483333333333334,154.83333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,154.83333333333334,-39.5,154.5
7390,64038082,1984-12-24T00:00:00Z,1899-12-31T13:45:00Z,-39.5,154.76666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,JENK,F,12,summer,154.76666666666668,-39.5,154.5
7391,64038083,1984-12-24T00:00:00Z,1899-12-31T14:15:00Z,-39.483333333333334,154.63333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,154.63333333333333,-39.5,154.5
7392,64038084,1984-12-24T00:00:00Z,1899-12-31T14:45:00Z,-39.483333333333334,154.48333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,154.48333333333332,-39.5,154.5
7393,64038085,1984-12-24T00:00:00Z,1899-12-31T16:00:00Z,-39.46666666666667,154.11666666666667,E,1,13,274,2,6,NA,NA,TRUE,1007,3,17.5,NA,NA,JENK,F,12,summer,154.11666666666667,-39.5,154.5
7394,64038086,1984-12-24T00:00:00Z,1899-12-31T16:15:00Z,-39.483333333333334,154.03333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,154.03333333333333,-39.5,154.5
7395,64038087,1984-12-24T00:00:00Z,1899-12-31T17:00:00Z,-39.483333333333334,153.83333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,153.83333333333334,-39.5,153.5
7396,64038088,1984-12-24T00:00:00Z,1899-12-31T18:15:00Z,-39.46666666666667,153.5,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,153.5,-39.5,153.5
7397,64038089,1984-12-24T00:00:00Z,1899-12-31T18:30:00Z,-39.46666666666667,153.43333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,153.43333333333334,-39.5,153.5
7398,64038090,1984-12-24T00:00:00Z,1899-12-31T18:45:00Z,-39.46666666666667,153.36666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,153.36666666666667,-39.5,153.5
7399,64038091,1984-12-24T00:00:00Z,1899-12-31T19:00:00Z,-39.46666666666667,153.3,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,153.3,-39.5,153.5
7400,64038092,1984-12-25T00:00:00Z,1899-12-31T07:15:00Z,-39.31666666666667,149.78333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,149.78333333333333,-39.5,149.5
7401,64038093,1984-12-25T00:00:00Z,1899-12-31T07:30:00Z,-39.31666666666667,149.7,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,149.7,-39.5,149.5
7402,64038094,1984-12-25T00:00:00Z,1899-12-31T08:00:00Z,-39.3,149.56666666666666,E,1,13,276,1,0,6,45,TRUE,1000,4,16,NA,NA,JENK,F,12,summer,149.56666666666666,-39.5,149.5
7403,64038095,1984-12-25T00:00:00Z,1899-12-31T08:45:00Z,-39.28333333333333,149.35,E,1,NA,NA,NA,NA,8,45,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,149.35,-39.5,149.5
7404,64038096,1984-12-25T00:00:00Z,1899-12-31T09:00:00Z,-39.28333333333333,149.26666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,149.26666666666668,-39.5,149.5
7405,64038097,1984-12-25T00:00:00Z,1899-12-31T09:15:00Z,-39.266666666666666,149.18333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,149.18333333333334,-39.5,149.5
7406,64038098,1984-12-25T00:00:00Z,1899-12-31T09:30:00Z,-39.266666666666666,149.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,149.06666666666666,-39.5,149.5
7407,64038099,1984-12-25T00:00:00Z,1899-12-31T10:00:00Z,-39.25,148.98333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,148.98333333333332,-39.5,148.5
7408,64038100,1984-12-25T00:00:00Z,1899-12-31T11:00:00Z,-39.25,148.73333333333332,E,1,NA,NA,NA,NA,5,158,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,148.73333333333332,-39.5,148.5
7409,64038101,1984-12-25T00:00:00Z,1899-12-31T11:15:00Z,-39.233333333333334,148.65,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,JENK,F,12,summer,148.65,-39.5,148.5
7410,64038102,1984-12-25T00:00:00Z,1899-12-31T11:30:00Z,-39.233333333333334,148.58333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,148.58333333333334,-39.5,148.5
7411,64038103,1984-12-25T00:00:00Z,1899-12-31T11:45:00Z,-39.233333333333334,148.5,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,148.5,-39.5,148.5
7412,64038104,1984-12-25T00:00:00Z,1899-12-31T12:00:00Z,-39.233333333333334,148.43333333333334,E,1,13,276,1,0,3,68,TRUE,995,3,NA,NA,NA,JENK,F,12,summer,148.43333333333334,-39.5,148.5
7413,64038105,1984-12-25T00:00:00Z,1899-12-31T12:30:00Z,-39.233333333333334,148.3,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,148.3,-39.5,148.5
7414,64038106,1984-12-25T00:00:00Z,1899-12-31T12:45:00Z,-39.233333333333334,148.21666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,148.21666666666667,-39.5,148.5
7415,64038107,1984-12-25T00:00:00Z,1899-12-31T13:45:00Z,-39.233333333333334,147.93333333333334,E,1,NA,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,147.93333333333334,-39.5,147.5
7416,64038108,1984-12-25T00:00:00Z,1899-12-31T14:00:00Z,-39.233333333333334,147.86666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,147.86666666666667,-39.5,147.5
7417,64038109,1984-12-25T00:00:00Z,1899-12-31T14:15:00Z,-39.233333333333334,147.8,E,1,NA,NA,NA,NA,6,293,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,147.8,-39.5,147.5
7418,64038110,1984-12-25T00:00:00Z,1899-12-31T14:30:00Z,-39.21666666666667,147.73333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,147.73333333333332,-39.5,147.5
7419,64038111,1984-12-25T00:00:00Z,1899-12-31T15:00:00Z,-39.18333333333333,147.56666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,147.56666666666666,-39.5,147.5
7420,64038112,1984-12-25T00:00:00Z,1899-12-31T16:00:00Z,-39.15,147.36666666666667,E,1,12.5,276,2,0,7,270,TRUE,995,5,16.5,NA,NA,JENK,F,12,summer,147.36666666666667,-39.5,147.5
7421,64038113,1984-12-25T00:00:00Z,1899-12-31T16:15:00Z,-39.15,147.25,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,147.25,-39.5,147.5
7422,64038114,1984-12-25T00:00:00Z,1899-12-31T16:30:00Z,-39.15,147.18333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,147.18333333333334,-39.5,147.5
7423,64038115,1984-12-25T00:00:00Z,1899-12-31T16:45:00Z,-39.13333333333333,147.1,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,147.1,-39.5,147.5
7424,64038116,1984-12-25T00:00:00Z,1899-12-31T18:15:00Z,-39.11666666666667,146.81666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,12,summer,146.81666666666666,-39.5,146.5
7425,65001001,1985-01-04T00:00:00Z,1899-12-31T15:30:00Z,-38.45,144.68333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,144.68333333333334,-38.5,144.5
7426,65001002,1985-01-04T00:00:00Z,1899-12-31T15:45:00Z,-38.516666666666666,144.73333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,144.73333333333332,-38.5,144.5
7427,65001003,1985-01-04T00:00:00Z,1899-12-31T16:00:00Z,-38.583333333333336,144.8,E,1,16,124,1,0,4,225,TRUE,1009,3,NA,NA,NA,JENK,F,1,summer,144.8,-38.5,144.5
7428,65001004,1985-01-04T00:00:00Z,1899-12-31T16:15:00Z,-38.6,144.86666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,144.86666666666667,-38.5,144.5
7429,65001005,1985-01-04T00:00:00Z,1899-12-31T16:30:00Z,-38.63333333333333,144.91666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,144.91666666666666,-38.5,144.5
7430,65001006,1985-01-04T00:00:00Z,1899-12-31T16:45:00Z,-38.666666666666664,144.96666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,144.96666666666667,-38.5,144.5
7431,65001007,1985-01-04T00:00:00Z,1899-12-31T18:00:00Z,-38.86666666666667,145.35,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,145.35,-38.5,145.5
7432,65001008,1985-01-04T00:00:00Z,1899-12-31T18:15:00Z,-38.916666666666664,145.41666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,145.41666666666666,-38.5,145.5
7433,65001009,1985-01-04T00:00:00Z,1899-12-31T18:30:00Z,-38.95,145.5,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,145.5,-38.5,145.5
7434,65001010,1985-01-04T00:00:00Z,1899-12-31T20:00:00Z,-39.166666666666664,145.91666666666666,E,1,16,124,1,0,7,225,TRUE,1007,4,NA,NA,NA,JENK,F,1,summer,145.91666666666666,-39.5,145.5
7435,65001011,1985-01-05T00:00:00Z,1899-12-31T07:15:00Z,-39.38333333333333,149.81666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,149.81666666666666,-39.5,149.5
7436,65001012,1985-01-05T00:00:00Z,1899-12-31T07:30:00Z,-39.38333333333333,149.88333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,149.88333333333333,-39.5,149.5
7437,65001013,1985-01-05T00:00:00Z,1899-12-31T08:00:00Z,-39.38333333333333,150.05,E,1,NA,NA,1,0,7,270,TRUE,1003,5,NA,NA,NA,JENK,F,1,summer,150.05,-39.5,150.5
7438,65001014,1985-01-05T00:00:00Z,1899-12-31T09:00:00Z,-39.43333333333333,150.46666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,150.46666666666667,-39.5,150.5
7439,65001015,1985-01-05T00:00:00Z,1899-12-31T09:15:00Z,-39.43333333333333,150.56666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,150.56666666666666,-39.5,150.5
7440,65001016,1985-01-05T00:00:00Z,1899-12-31T09:30:00Z,-39.43333333333333,150.66666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,150.66666666666666,-39.5,150.5
7441,65001017,1985-01-05T00:00:00Z,1899-12-31T09:45:00Z,-39.43333333333333,150.76666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,150.76666666666668,-39.5,150.5
7442,65001018,1985-01-05T00:00:00Z,1899-12-31T10:00:00Z,-39.43333333333333,150.93333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,150.93333333333334,-39.5,150.5
7443,65001019,1985-01-05T00:00:00Z,1899-12-31T10:30:00Z,-39.45,151.03333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,151.03333333333333,-39.5,151.5
7444,65001020,1985-01-05T00:00:00Z,1899-12-31T10:45:00Z,-39.45,151.11666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,151.11666666666667,-39.5,151.5
7445,65001021,1985-01-05T00:00:00Z,1899-12-31T11:00:00Z,-39.45,151.2,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,151.2,-39.5,151.5
7446,65001022,1985-01-05T00:00:00Z,1899-12-31T11:15:00Z,-39.45,151.25,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,151.25,-39.5,151.5
7447,65001023,1985-01-05T00:00:00Z,1899-12-31T12:00:00Z,-39.46666666666667,151.5,E,1,16,93,0,0,6,270,TRUE,1004,5,16,NA,NA,JENK,F,1,summer,151.5,-39.5,151.5
7448,65001024,1985-01-05T00:00:00Z,1899-12-31T12:30:00Z,-39.483333333333334,151.66666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,151.66666666666666,-39.5,151.5
7449,65001025,1985-01-05T00:00:00Z,1899-12-31T12:45:00Z,-39.483333333333334,151.75,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,151.75,-39.5,151.5
7450,65001026,1985-01-05T00:00:00Z,1899-12-31T13:00:00Z,-39.483333333333334,151.83333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,151.83333333333334,-39.5,151.5
7451,65001027,1985-01-05T00:00:00Z,1899-12-31T15:45:00Z,-39.53333333333333,152.68333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,152.68333333333334,-39.5,152.5
7452,65001028,1985-01-05T00:00:00Z,1899-12-31T16:00:00Z,-39.53333333333333,152.76666666666668,E,1,16,93,0,0,6,248,TRUE,1003,5,16,NA,NA,JENK,F,1,summer,152.76666666666668,-39.5,152.5
7453,65001029,1985-01-05T00:00:00Z,1899-12-31T16:15:00Z,-39.53333333333333,152.85,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,152.85,-39.5,152.5
7454,65001030,1985-01-06T00:00:00Z,1899-12-31T07:15:00Z,-39.68333333333333,157.78333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,157.78333333333333,-39.5,157.5
7455,65001031,1985-01-06T00:00:00Z,1899-12-31T07:30:00Z,-39.68333333333333,157.9,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,157.9,-39.5,157.5
7456,65001032,1985-01-06T00:00:00Z,1899-12-31T08:00:00Z,-39.68333333333333,158.06666666666666,E,1,NA,NA,0,0,6,248,TRUE,1008,5,14.2,NA,NA,JENK,F,1,summer,158.06666666666666,-39.5,158.5
7457,65001033,1985-01-06T00:00:00Z,1899-12-31T09:15:00Z,-39.666666666666664,158.46666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,158.46666666666667,-39.5,158.5
7458,65001034,1985-01-06T00:00:00Z,1899-12-31T09:30:00Z,-39.7,158.56666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,158.56666666666666,-39.5,158.5
7459,65001035,1985-01-06T00:00:00Z,1899-12-31T09:45:00Z,-39.7,158.65,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,158.65,-39.5,158.5
7460,65001036,1985-01-06T00:00:00Z,1899-12-31T10:45:00Z,-39.7,158.98333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,158.98333333333332,-39.5,158.5
7461,65001037,1985-01-06T00:00:00Z,1899-12-31T11:00:00Z,-39.7,159.08333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,159.08333333333334,-39.5,159.5
7462,65001038,1985-01-06T00:00:00Z,1899-12-31T11:15:00Z,-39.7,159.16666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,159.16666666666666,-39.5,159.5
7463,65001039,1985-01-06T00:00:00Z,1899-12-31T11:30:00Z,-39.7,159.25,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,159.25,-39.5,159.5
7464,65001040,1985-01-06T00:00:00Z,1899-12-31T12:00:00Z,-39.68333333333333,159.43333333333334,E,1,16,93,0,0,6,270,TRUE,1008,4,16,NA,NA,JENK,F,1,summer,159.43333333333334,-39.5,159.5
7465,65001041,1985-01-06T00:00:00Z,1899-12-31T13:30:00Z,-39.766666666666666,159.95,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,159.95,-39.5,159.5
7466,65001042,1985-01-06T00:00:00Z,1899-12-31T13:45:00Z,-39.766666666666666,160,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,160,-39.5,160.5
7467,65001043,1985-01-06T00:00:00Z,1899-12-31T14:00:00Z,-39.78333333333333,160.08333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,160.08333333333334,-39.5,160.5
7468,65001044,1985-01-06T00:00:00Z,1899-12-31T14:15:00Z,-39.78333333333333,160.18333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,160.18333333333334,-39.5,160.5
7469,65001045,1985-01-06T00:00:00Z,1899-12-31T14:30:00Z,-39.78333333333333,160.25,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,160.25,-39.5,160.5
7470,65001046,1985-01-06T00:00:00Z,1899-12-31T14:45:00Z,-39.78333333333333,160.31666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,160.31666666666666,-39.5,160.5
7471,65001047,1985-01-06T00:00:00Z,1899-12-31T15:30:00Z,-39.78333333333333,160.56666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,160.56666666666666,-39.5,160.5
7472,65001048,1985-01-06T00:00:00Z,1899-12-31T15:45:00Z,-39.78333333333333,160.63333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,160.63333333333333,-39.5,160.5
7473,65001049,1985-01-06T00:00:00Z,1899-12-31T16:00:00Z,-39.78333333333333,160.7,E,1,15.7,92,1,0,6,270,TRUE,1010,5,19,NA,NA,JENK,F,1,summer,160.7,-39.5,160.5
7474,65001050,1985-01-06T00:00:00Z,1899-12-31T16:15:00Z,-39.78333333333333,160.8,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,160.8,-39.5,160.5
7475,65001051,1985-01-06T00:00:00Z,1899-12-31T16:30:00Z,-39.78333333333333,160.88333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,160.88333333333333,-39.5,160.5
7476,65001052,1985-01-06T00:00:00Z,1899-12-31T18:30:00Z,-39.8,161.5,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,NA,NA,JENK,F,1,summer,161.5,-39.5,161.5
7477,65001053,1985-01-06T00:00:00Z,1899-12-31T18:45:00Z,-39.8,161.6,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,161.6,-39.5,161.5
7478,65001054,1985-01-06T00:00:00Z,1899-12-31T19:00:00Z,-39.8,161.7,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,161.7,-39.5,161.5
7479,65001055,1985-01-06T00:00:00Z,1899-12-31T19:15:00Z,-39.8,161.8,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,161.8,-39.5,161.5
7480,65001056,1985-01-06T00:00:00Z,1899-12-31T19:30:00Z,-39.833333333333336,161.86666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,NA,NA,JENK,F,1,summer,161.86666666666667,-39.5,161.5
7481,65001057,1985-01-06T00:00:00Z,1899-12-31T19:45:00Z,-39.833333333333336,161.95,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,161.95,-39.5,161.5
7482,65001058,1985-01-06T00:00:00Z,1899-12-31T20:00:00Z,-39.833333333333336,162.03333333333333,E,1,15.7,94,1,0,5,248,TRUE,1011,4,17,NA,NA,JENK,F,1,summer,162.03333333333333,-39.5,162.5
7483,65001059,1985-01-07T00:00:00Z,1899-12-31T07:15:00Z,-40.06666666666667,165.51666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,165.51666666666668,-40.5,165.5
7484,65001060,1985-01-07T00:00:00Z,1899-12-31T07:30:00Z,-40.05,165.58333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,165.58333333333334,-40.5,165.5
7485,65001061,1985-01-07T00:00:00Z,1899-12-31T08:00:00Z,-40.06666666666667,165.75,E,1,15.5,94,1,0,2,0,TRUE,1012,3,17,NA,NA,JENK,F,1,summer,165.75,-40.5,165.5
7486,65001062,1985-01-07T00:00:00Z,1899-12-31T09:15:00Z,-40.06666666666667,166.18333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,166.18333333333334,-40.5,166.5
