record,record_id,date,time,lat,long,ew,sact,speed,sdir,cld,prec,wspeed,wdir,atmp,aprs,sste,stmp,sal,depth,obs,csmeth,month,seasn,long360,latcell,longecell
7487,65001063,1985-01-07T00:00:00Z,1899-12-31T09:45:00Z,-40.06666666666667,166.38333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,166.38333333333333,-40.5,166.5
7488,65001064,1985-01-07T00:00:00Z,1899-12-31T10:30:00Z,-40.1,166.61666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,166.61666666666667,-40.5,166.5
7489,65001065,1985-01-07T00:00:00Z,1899-12-31T10:45:00Z,-40.1,166.68333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,166.68333333333334,-40.5,166.5
7490,65001066,1985-01-07T00:00:00Z,1899-12-31T11:00:00Z,-40.1,166.78333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,166.78333333333333,-40.5,166.5
7491,65001067,1985-01-07T00:00:00Z,1899-12-31T11:30:00Z,-40.1,166.96666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,166.96666666666667,-40.5,166.5
7492,65001068,1985-01-07T00:00:00Z,1899-12-31T12:00:00Z,-40.15,167.11666666666667,E,1,15.5,93,1,0,3,315,TRUE,1014,4,18,NA,NA,JENK,F,1,summer,167.11666666666667,-40.5,167.5
7493,65001069,1985-01-07T00:00:00Z,1899-12-31T13:00:00Z,-40.13333333333333,167.46666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,167.46666666666667,-40.5,167.5
7494,65001070,1985-01-07T00:00:00Z,1899-12-31T13:15:00Z,-40.15,167.53333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,167.53333333333333,-40.5,167.5
7495,65001071,1985-01-07T00:00:00Z,1899-12-31T13:30:00Z,-40.11666666666667,167.63333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,167.63333333333333,-40.5,167.5
7496,65001072,1985-01-07T00:00:00Z,1899-12-31T13:45:00Z,-40.11666666666667,167.71666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,JENK,F,1,summer,167.71666666666667,-40.5,167.5
7497,65001073,1985-01-07T00:00:00Z,1899-12-31T14:00:00Z,-40.11666666666667,167.8,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,167.8,-40.5,167.5
7498,65001074,1985-01-07T00:00:00Z,1899-12-31T14:15:00Z,-40.11666666666667,167.9,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,167.9,-40.5,167.5
7499,65001075,1985-01-07T00:00:00Z,1899-12-31T14:30:00Z,-40.11666666666667,167.96666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,167.96666666666667,-40.5,167.5
7500,65001076,1985-01-07T00:00:00Z,1899-12-31T14:45:00Z,-40.13333333333333,168.05,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,168.05,-40.5,168.5
7501,65001077,1985-01-07T00:00:00Z,1899-12-31T15:45:00Z,-40.13333333333333,168.38333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,168.38333333333333,-40.5,168.5
7502,65001078,1985-01-07T00:00:00Z,1899-12-31T16:00:00Z,-40.15,168.46666666666667,E,1,15.5,92,1,0,1,0,TRUE,1013,3,18,NA,NA,JENK,F,1,summer,168.46666666666667,-40.5,168.5
7503,65001079,1985-01-07T00:00:00Z,1899-12-31T16:30:00Z,-40.15,168.63333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,168.63333333333333,-40.5,168.5
7504,65001080,1985-01-07T00:00:00Z,1899-12-31T17:30:00Z,-40.166666666666664,168.95,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,168.95,-40.5,168.5
7505,65001081,1985-01-07T00:00:00Z,1899-12-31T17:45:00Z,-40.166666666666664,169.05,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,169.05,-40.5,169.5
7506,65001082,1985-01-07T00:00:00Z,1899-12-31T18:00:00Z,-40.166666666666664,169.13333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,169.13333333333333,-40.5,169.5
7507,65001083,1985-01-07T00:00:00Z,1899-12-31T18:15:00Z,-40.166666666666664,169.21666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,169.21666666666667,-40.5,169.5
7508,65001084,1985-01-07T00:00:00Z,1899-12-31T18:30:00Z,-40.166666666666664,169.3,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,JENK,F,1,summer,169.3,-40.5,169.5
7509,65001085,1985-01-07T00:00:00Z,1899-12-31T20:45:00Z,-40.21666666666667,170.05,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,170.05,-40.5,170.5
7510,65001086,1985-01-08T00:00:00Z,1899-12-31T07:15:00Z,-40.53333333333333,173.46666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,173.46666666666667,-40.5,173.5
7511,65001087,1985-01-08T00:00:00Z,1899-12-31T08:00:00Z,-40.56666666666667,173.86666666666667,E,1,15.5,103,2,0,4,315,TRUE,1014,1,NA,NA,NA,JENK,F,1,summer,173.86666666666667,-40.5,173.5
7512,65001088,1985-01-08T00:00:00Z,1899-12-31T08:45:00Z,-40.65,174.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,174.06666666666666,-40.5,174.5
7513,65001089,1985-01-08T00:00:00Z,1899-12-31T09:15:00Z,-40.7,174.2,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,174.2,-40.5,174.5
7514,65001090,1985-01-08T00:00:00Z,1899-12-31T09:45:00Z,-40.81666666666667,174.31666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,174.31666666666666,-40.5,174.5
7515,65001091,1985-01-08T00:00:00Z,1899-12-31T10:00:00Z,-40.85,174.36666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,174.36666666666667,-40.5,174.5
7516,65001092,1985-01-08T00:00:00Z,1899-12-31T10:40:00Z,-40.96666666666667,174.5,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,174.5,-40.5,174.5
7517,65001093,1985-01-08T00:00:00Z,1899-12-31T11:15:00Z,-41.1,174.5,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,174.5,-41.5,174.5
7518,65001094,1985-01-08T00:00:00Z,1899-12-31T11:30:00Z,-41.18333333333333,174.51666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,1,summer,174.51666666666668,-41.5,174.5
7519,65001095,1985-01-08T00:00:00Z,1899-12-31T12:00:00Z,-41.3,174.55,E,1,14.5,178,1,0,7,0,TRUE,1011,4,NA,NA,NA,JENK,F,1,summer,174.55,-41.5,174.5
7520,65007001,1985-02-08T00:00:00Z,1899-12-31T18:00:00Z,-37.483333333333334,176.18333333333334,E,1,13.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,176.18333333333334,-37.5,176.5
7521,65007002,1985-02-08T00:00:00Z,1899-12-31T18:15:00Z,-37.416666666666664,176.18333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,176.18333333333334,-37.5,176.5
7522,65007003,1985-02-08T00:00:00Z,1899-12-31T19:30:00Z,-37.11666666666667,176.18333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,176.18333333333334,-37.5,176.5
7523,65007004,1985-02-08T00:00:00Z,1899-12-31T20:00:00Z,-36.983333333333334,176.18333333333334,E,1,14.8,0,2,6,4,135,TRUE,1012,3,NA,NA,NA,JENK,F,2,summer,176.18333333333334,-36.5,176.5
7524,65007005,1985-02-09T00:00:00Z,1899-12-31T07:00:00Z,-35.03333333333333,174.18333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,174.18333333333334,-35.5,174.5
7525,65007006,1985-02-09T00:00:00Z,1899-12-31T07:15:00Z,-35,174.13333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,174.13333333333333,-35.5,174.5
7526,65007007,1985-02-09T00:00:00Z,1899-12-31T07:30:00Z,-34.96666666666667,174.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,174.06666666666666,-34.5,174.5
7527,65007008,1985-02-09T00:00:00Z,1899-12-31T08:00:00Z,-34.9,173.93333333333334,E,1,14,306,1,0,6,180,TRUE,1008,4,NA,NA,NA,JENK,F,2,summer,173.93333333333334,-34.5,173.5
7528,65007009,1985-02-09T00:00:00Z,1899-12-31T08:30:00Z,-34.81666666666667,173.81666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.81666666666666,-34.5,173.5
7529,65007010,1985-02-09T00:00:00Z,1899-12-31T08:45:00Z,-34.78333333333333,173.76666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.76666666666668,-34.5,173.5
7530,65007011,1985-02-09T00:00:00Z,1899-12-31T09:00:00Z,-34.733333333333334,173.7,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.7,-34.5,173.5
7531,65007012,1985-02-09T00:00:00Z,1899-12-31T09:15:00Z,-34.7,173.65,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.65,-34.5,173.5
7532,65007013,1985-02-09T00:00:00Z,1899-12-31T09:30:00Z,-34.666666666666664,173.58333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.58333333333334,-34.5,173.5
7533,65007014,1985-02-09T00:00:00Z,1899-12-31T10:00:00Z,-34.6,173.45,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.45,-34.5,173.5
7534,65007015,1985-02-09T00:00:00Z,1899-12-31T10:30:00Z,-34.516666666666666,173.33333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.33333333333334,-34.5,173.5
7535,65007016,1985-02-09T00:00:00Z,1899-12-31T11:00:00Z,-34.45,173.2,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.2,-34.5,173.5
7536,65007017,1985-02-09T00:00:00Z,1899-12-31T11:15:00Z,-34.583333333333336,173.13333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.13333333333333,-34.5,173.5
7537,65007018,1985-02-09T00:00:00Z,1899-12-31T11:30:00Z,-34.36666666666667,173.08333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,173.08333333333334,-34.5,173.5
7538,65007019,1985-02-09T00:00:00Z,1899-12-31T12:00:00Z,-34.35,172.93333333333334,E,1,14,269,0,0,5,225,TRUE,1009,3,NA,NA,NA,JENK,F,2,summer,172.93333333333334,-34.5,172.5
7539,65007020,1985-02-09T00:00:00Z,1899-12-31T12:15:00Z,-34.333333333333336,172.85,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,172.85,-34.5,172.5
7540,65007021,1985-02-09T00:00:00Z,1899-12-31T12:30:00Z,-34.333333333333336,172.76666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,172.76666666666668,-34.5,172.5
7541,65007022,1985-02-09T00:00:00Z,1899-12-31T12:45:00Z,-34.35,172.7,E,1,NA,NA,NA,NA,6,180,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,172.7,-34.5,172.5
7542,65007023,1985-02-09T00:00:00Z,1899-12-31T13:45:00Z,-34.416666666666664,172.4,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,172.4,-34.5,172.5
7543,65007024,1985-02-09T00:00:00Z,1899-12-31T14:00:00Z,-34.45,172.3,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,172.3,-34.5,172.5
7544,65007025,1985-02-09T00:00:00Z,1899-12-31T14:15:00Z,-34.46666666666667,172.25,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,172.25,-34.5,172.5
7545,65007026,1985-02-09T00:00:00Z,1899-12-31T14:30:00Z,-34.483333333333334,172.18333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,172.18333333333334,-34.5,172.5
7546,65007027,1985-02-09T00:00:00Z,1899-12-31T14:45:00Z,-34.5,172.1,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,172.1,-34.5,172.5
7547,65007028,1985-02-09T00:00:00Z,1899-12-31T16:00:00Z,-34.56666666666667,171.71666666666667,E,1,13.5,257,0,0,6,158,TRUE,1010,4,21.5,NA,NA,JENK,F,2,summer,171.71666666666667,-34.5,171.5
7548,65007029,1985-02-09T00:00:00Z,1899-12-31T16:15:00Z,-34.6,171.65,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,171.65,-34.5,171.5
7549,65007030,1985-02-09T00:00:00Z,1899-12-31T16:30:00Z,-34.6,171.6,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,171.6,-34.5,171.5
7550,65007031,1985-02-09T00:00:00Z,1899-12-31T16:45:00Z,-34.61666666666667,171.55,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,171.55,-34.5,171.5
7551,65007032,1985-02-09T00:00:00Z,1899-12-31T18:00:00Z,-34.68333333333333,171.16666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,171.16666666666666,-34.5,171.5
7552,65007033,1985-02-09T00:00:00Z,1899-12-31T18:15:00Z,-34.71666666666667,171.08333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,171.08333333333334,-34.5,171.5
7553,65007034,1985-02-09T00:00:00Z,1899-12-31T18:45:00Z,-34.733333333333334,170.91666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,NA,NA,JENK,F,2,summer,170.91666666666666,-34.5,170.5
7554,65007035,1985-02-09T00:00:00Z,1899-12-31T19:00:00Z,-34.75,170.83333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,170.83333333333334,-34.5,170.5
7555,65007036,1985-02-09T00:00:00Z,1899-12-31T20:00:00Z,-34.8,170.55,E,1,13.8,257,1,0,7,135,TRUE,1012,4,21.5,NA,NA,JENK,F,2,summer,170.55,-34.5,170.5
7556,65007037,1985-02-10T00:00:00Z,1899-12-31T07:00:00Z,-35.416666666666664,167.13333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,167.13333333333333,-35.5,167.5
7557,65007038,1985-02-10T00:00:00Z,1899-12-31T07:15:00Z,-35.45,167.08333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,167.08333333333334,-35.5,167.5
7558,65007039,1985-02-10T00:00:00Z,1899-12-31T07:30:00Z,-35.46666666666667,167.01666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,167.01666666666668,-35.5,167.5
7559,65007040,1985-02-10T00:00:00Z,1899-12-31T08:00:00Z,-35.483333333333334,166.86666666666667,E,1,NA,NA,1,0,4,158,TRUE,1016,3,20.5,NA,NA,JENK,F,2,summer,166.86666666666667,-35.5,166.5
7560,65007041,1985-02-10T00:00:00Z,1899-12-31T08:30:00Z,-35.516666666666666,166.73333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,166.73333333333332,-35.5,166.5
7561,65007042,1985-02-10T00:00:00Z,1899-12-31T09:00:00Z,-35.55,166.58333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,166.58333333333334,-35.5,166.5
7562,65007043,1985-02-10T00:00:00Z,1899-12-31T09:30:00Z,-35.583333333333336,166.45,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,166.45,-35.5,166.5
7563,65007044,1985-02-10T00:00:00Z,1899-12-31T10:00:00Z,-35.61666666666667,166.3,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,166.3,-35.5,166.5
7564,65007045,1985-02-10T00:00:00Z,1899-12-31T11:00:00Z,-35.65,165.96666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,165.96666666666667,-35.5,165.5
7565,65007046,1985-02-10T00:00:00Z,1899-12-31T11:15:00Z,-35.666666666666664,165.91666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,165.91666666666666,-35.5,165.5
7566,65007047,1985-02-10T00:00:00Z,1899-12-31T11:30:00Z,-35.68333333333333,165.83333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,165.83333333333334,-35.5,165.5
7567,65007048,1985-02-10T00:00:00Z,1899-12-31T12:00:00Z,-35.71666666666667,165.71666666666667,E,1,14.5,257,2,0,5,113,TRUE,1017,3,20,NA,NA,JENK,F,2,summer,165.71666666666667,-35.5,165.5
7568,65007049,1985-02-10T00:00:00Z,1899-12-31T13:00:00Z,-35.75,165.38333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,165.38333333333333,-35.5,165.5
7569,65007050,1985-02-10T00:00:00Z,1899-12-31T13:15:00Z,-35.75,165.3,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,165.3,-35.5,165.5
7570,65007051,1985-02-10T00:00:00Z,1899-12-31T13:30:00Z,-35.78333333333333,165.18333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,165.18333333333334,-35.5,165.5
7571,65007052,1985-02-10T00:00:00Z,1899-12-31T13:45:00Z,-35.78333333333333,165.15,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,165.15,-35.5,165.5
7572,65007053,1985-02-10T00:00:00Z,1899-12-31T14:00:00Z,-35.8,165.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,165.06666666666666,-35.5,165.5
7573,65007054,1985-02-10T00:00:00Z,1899-12-31T14:15:00Z,-35.81666666666667,164.98333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,164.98333333333332,-35.5,164.5
7574,65007055,1985-02-10T00:00:00Z,1899-12-31T14:30:00Z,-35.833333333333336,164.93333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,164.93333333333334,-35.5,164.5
7575,65007056,1985-02-10T00:00:00Z,1899-12-31T14:45:00Z,-35.85,164.85,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,164.85,-35.5,164.5
7576,65007057,1985-02-10T00:00:00Z,1899-12-31T15:45:00Z,-35.88333333333333,164.63333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,164.63333333333333,-35.5,164.5
7577,65007058,1985-02-10T00:00:00Z,1899-12-31T16:00:00Z,-35.9,164.53333333333333,E,1,14.5,257,1,0,2,158,TRUE,1016,1,20.5,NA,NA,JENK,F,2,summer,164.53333333333333,-35.5,164.5
7578,65007059,1985-02-10T00:00:00Z,1899-12-31T16:15:00Z,-35.916666666666664,164.45,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,164.45,-35.5,164.5
7579,65007060,1985-02-10T00:00:00Z,1899-12-31T17:30:00Z,-36,164.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,164.06666666666666,-36.5,164.5
7580,65007061,1985-02-10T00:00:00Z,1899-12-31T17:45:00Z,-36.016666666666666,164,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,164,-36.5,164.5
7581,65007062,1985-02-10T00:00:00Z,1899-12-31T18:00:00Z,-36.03333333333333,163.93333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,163.93333333333334,-36.5,163.5
7582,65007063,1985-02-10T00:00:00Z,1899-12-31T19:15:00Z,-36.05,163.6,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,163.6,-36.5,163.5
7583,65007064,1985-02-10T00:00:00Z,1899-12-31T19:30:00Z,-36.06666666666667,163.53333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,163.53333333333333,-36.5,163.5
7584,65007065,1985-02-10T00:00:00Z,1899-12-31T20:00:00Z,-36.1,163.38333333333333,E,1,14,257,1,0,4,113,TRUE,NA,3,21,NA,NA,JENK,F,2,summer,163.38333333333333,-36.5,163.5
7585,65007066,1985-02-11T00:00:00Z,1899-12-31T07:00:00Z,-36.7,159.91666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.91666666666666,-36.5,159.5
7586,65007067,1985-02-11T00:00:00Z,1899-12-31T07:15:00Z,-36.71666666666667,159.85,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.85,-36.5,159.5
7587,65007068,1985-02-11T00:00:00Z,1899-12-31T07:30:00Z,-36.733333333333334,159.78333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.78333333333333,-36.5,159.5
7588,65007069,1985-02-11T00:00:00Z,1899-12-31T08:00:00Z,-36.766666666666666,159.63333333333333,E,1,NA,NA,1,0,4,135,TRUE,1018,3,20,NA,NA,JENK,F,2,summer,159.63333333333333,-36.5,159.5
7589,65007070,1985-02-11T00:00:00Z,1899-12-31T08:30:00Z,-36.78333333333333,159.46666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.46666666666667,-36.5,159.5
7590,65007071,1985-02-11T00:00:00Z,1899-12-31T09:00:00Z,-36.81666666666667,159.31666666666666,E,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.31666666666666,-36.5,159.5
7591,65007072,1985-02-11T00:00:00Z,1899-12-31T09:30:00Z,-36.86666666666667,159.21666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.21666666666667,-36.5,159.5
7592,65007073,1985-02-11T00:00:00Z,1899-12-31T10:00:00Z,-36.916666666666664,159.13333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.13333333333333,-36.5,159.5
7593,65007074,1985-02-11T00:00:00Z,1899-12-31T11:00:00Z,-36.88333333333333,159.08333333333334,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.08333333333334,-36.5,159.5
7594,65007075,1985-02-11T00:00:00Z,1899-12-31T11:15:00Z,-36.88333333333333,159.06666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.06666666666666,-36.5,159.5
7595,65007076,1985-02-11T00:00:00Z,1899-12-31T11:30:00Z,-36.88333333333333,159.03333333333333,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,159.03333333333333,-36.5,159.5
7596,65007077,1985-02-11T00:00:00Z,1899-12-31T12:00:00Z,-36.916666666666664,158.91666666666666,E,1,7.5,257,0,0,4,158,TRUE,1019,3,21.5,NA,NA,JENK,F,2,summer,158.91666666666666,-36.5,158.5
7597,65007078,1985-02-11T00:00:00Z,1899-12-31T13:00:00Z,-36.96666666666667,158.73333333333332,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,158.73333333333332,-36.5,158.5
7598,65007079,1985-02-11T00:00:00Z,1899-12-31T13:30:00Z,-36.983333333333334,158.66666666666666,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,158.66666666666666,-36.5,158.5
7599,65007080,1985-02-11T00:00:00Z,1899-12-31T14:00:00Z,-37,158.6,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,158.6,-37.5,158.5
7600,65007081,1985-02-11T00:00:00Z,1899-12-31T14:30:00Z,-37.016666666666666,158.51666666666668,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,158.51666666666668,-37.5,158.5
7601,65007082,1985-02-11T00:00:00Z,1899-12-31T15:30:00Z,-37.016666666666666,158.36666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,158.36666666666667,-37.5,158.5
7602,65007083,1985-02-11T00:00:00Z,1899-12-31T16:00:00Z,-37.05,158.16666666666666,E,1,14,257,1,0,2,158,TRUE,1019,3,20,NA,NA,JENK,F,2,summer,158.16666666666666,-37.5,158.5
7603,65007084,1985-02-11T00:00:00Z,1899-12-31T16:15:00Z,-37.06666666666667,158.11666666666667,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,158.11666666666667,-37.5,158.5
7604,65007085,1985-02-11T00:00:00Z,1899-12-31T16:30:00Z,-37.083333333333336,158.05,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JENK,F,2,summer,158.05,-37.5,158.5
